text,target,stance,Sentiment,Sarcasm
#??????_????????_????? ???? ??? ????? ?????? ??? ????? ?????? ?? ???? ????? ????? ????? ???? ??? ?????? ????? ??? ????? ?????? ?? ?????? ???? ?????? ???? ??????? ???????? ??? ??????? ?????? ???? ????? ?? ???? ???? ?? ?????,Women empowerment,Favor,Negative,No
#??????_????????_????? ?? ???? ??? ???? ????? ?????? ?? ????? ???? ?????? ?? ??????..???? ??? ????? ??????? ???. ??? ???? ???....,Women empowerment,Favor,Positive,No
#???????_???????_???????? ????? ????? ?? ???? ??????? ?????????? ? #??????_??????   ????? ?? ??????? ??? ?? ??? ?? ??? ??????? ????? ???? ?? ??? ?????? ????? ??????? ??????? ?????? ?????? ??????? ????????. URL,Digital Transformation,Favor,Positive,No
#???????_??????? ?????? ???????? ???? ????? ?????? ?????????? ???? ??? ??????? ????? ??????  #????? #????  #???????  URL URL,Digital Transformation,Favor,Positive,No
#?????  #?????_?????? #???????_????_?????   ??? ????? ???? ?? ??% - ???? ???????  ??? ????????? ??? ????? ?????? ??????? ????????? ???? ?????? ???? ??? ????? ?????? ?? ??? ???? ??????? ??? ????? ???? ?? ??????? ???? ???????????? ???????? ??? ????? ???? ?????? ??? #??????_????????,Covid Vaccine,Favor,Neutral,No
#??????_???????_??_??????  ????? #???????? ?? ???? ?????? ?????????? ????? ???? ? ???? ?? ????? ????? ???? ??? ??????? ?? ??? ?????? ..  ?? ????? ???? ???? ???????? ? ??? ?????? ??????????? ?? ????? ???? ? ??? ???? ? ???? .,Digital Transformation,Favor,Positive,No
#??????_???????_??_?????? ???? ????? ????????? ???? ?????? ?????? ???????   ????? ?????? ??? ?????? ??,Digital Transformation,Favor,Positive,No
#?????_???????_?????? ???? ?????? ?? ????? ???? ????? ??? ??? ?? ?? ??????? ??????? ????? ????? ?? ????? ?????? ?????????,Women empowerment,Favor,Positive,No
#?????_???????_?????? ?????? ??? ???????? ????? ?? ????? ?????? ???? ??? ????? ?????? ????? ????? ???? ??????? ?????????? ?? ???????.,Women empowerment,Favor,Positive,No
#?????_???????_?????? ?????? ??? ??????? ?? ??? ????? ???????. ????? ??????? ?????? ?????? ?? ?????? ..????? ?????? ?? ?????? ???? ???? ????? ??????? ??????? ?????? ?????? ??? ???? ????? ?????? ??????? ????....??? ???? ??????? ??????? ?????? ??????,Women empowerment,Favor,Positive,No
#?????_???????_?????? ???? ?????? ????????? ?? ????? ??????????... ????? ?????? ??? ????? ?????? ?? ??? ?????? ????????.,Women empowerment,Favor,Positive,No
#?????_??????? ??????? ????? ?????? ??? ...,Covid Vaccine,Against,Negative,No
#????????  ??? ???? ???? ????????  ???? ???? ???????  ??? ?????? ??????? ???? ?? ??????  ??? ????? ????  ?? ????? ??????  ??? ?? ????? ??? ?????? ?? ??????? ??? ?????  ??????? ???? ?????? ???  ?? ???? ???? ????? ???  ??? ????? ???? ?????? ??? ?? ????? ???? ????? ????? ????? ????,Covid Vaccine,Favor,Neutral,No
#????? ??? #?????_?????? ?? ??????,Covid Vaccine,Favor,Neutral,No
#???????????_??????  ?????????? ?????? ??????? ?? ???? _ ?????? ?????? ?????? ?? ???????? ?????? ???????,Digital Transformation,Favor,Negative,No
#?????_?????_????????? ????? ??? ????? ?????? ?? ???????  ?? ?? ???? ??? ?? ?????? ?? ????? ??????  ??????? ?? ???? ??? ??? ?? ????? ????? ???? ????? ??? ???? ????????? ???? ???????? ????????  ????? ????????? ???? ?? ?????? ???????? ???????? #????_??????_???_???????  #????_??????,Women empowerment,Favor,Positive,No
#?????_?????_????_??????_???? ???? ??????? ??? ???? ??????? ?????? ?????????????????? ???? ????? ????? ???????? ??? ????? ?????????? ?????? ?? ??????? ???? ??? ?? ?????????????,Digital Transformation,Against,Negative,Yes
#????? ??? ???????? ?”??? ??????” ??? ??????? ?????? ???? URL,Covid Vaccine,None,Neutral,No
#????? ??????: ??? ??? ???? ?????? ?? ??? ??????? ???? ??? ????? ?????? ???????? ??? ????? ????? ????? ???? ???? ????? ?????? ???? ??? ????? ???? ??? ??? ????????? ?? ??????? ??? ????? ????? ???? ?????? ???? ??? ????? ????? ???????? ????? ????? ??????? ???? ???????? ??? ????,Covid Vaccine,Favor,Neutral,No
#?????_?????? .. ??? ?????? ??????? ??? ?????? .. ?? ??? ????? .. ???? ????????,Covid Vaccine,Favor,Positive,No
#?????_??????  #??????  ????????? ???? ?????? ?????? ???? ???? ?????? ??????  ????? ???? ?????? ??????? ?? ????????,Covid Vaccine,Favor,Positive,No
#?????_??????  #??_???????  ????? ??? ???? ??? ????? ??? ????? ?????? ?????? ? ????   ??????? ?? ????? ????????   ????? ???? ??? ????? ? ????? ? ????   ??????? ??? ??? ??? ?????   ?? ??? ?? ??????? !!! ????? ????,Covid Vaccine,Against,Neutral,No
#?????_??????  ? ????? ???,Covid Vaccine,Favor,Positive,No
#?????_??????  ??????? ? ??? ... ?? ???? ? ???? ????? !!!!?  ? ?????? ???? ... ?????? ??????? ????? ? ?? ????? ?? ?????? ?? ??? ?? ???????? !!!?  !???,Covid Vaccine,Against,Negative,No
#?????_??????  ??? ??? ?? ?????? ????? #????_???? ? #?????_????? ? ????? ??????? ... ???  ????? ??? ?????? ??? ??????? ? ?????? ??????   ??? ??? ?????? ?? ??? ??????? ?? #????? #??????,Covid Vaccine,Favor,Neutral,No
#?????_?????? ???????? ??????? ????? ???? ????? ??? ????? ???????  ?????? ????????,Covid Vaccine,Favor,Positive,No
#?????_??????  ????? ?????? ???? ???? ?????? ??????? ?????? ??????? ???,Covid Vaccine,Favor,Positive,No
#?????_?????? ??? ???? ???? ????   ??????? ??????? ????? ??? ???????? ?,Covid Vaccine,None,Neutral,Yes
#?????_??????  ??? ?? ????? ????? ????? ?????? ?? ???????? ?????? ??? ???? ? ????? ????? ?????? ??????? ????? ????? ???? ???? ??????,Covid Vaccine,Against,Negative,No
#?????_?????? ???? ????? ????? ??????? ??????!!!! ???? ??? ?? ??? ??????? ?????????,Covid Vaccine,Against,Negative,Yes
#?????_?????? ?? ????? ??????? ????? ??? ?? ??????? ???? ?????,Covid Vaccine,Favor,Positive,No
#?????_?????? ???? ??????.. ??? ???? ????? ??? ????? ?? ??? ?????? ????? .. ????? ???? ???? ???? ????? ???? ????? ..?? ????? ?? ??? ???? ??? ??? ????? ???? .. ???? ?? ??? ????????? ?????? ??,Covid Vaccine,Against,Neutral,No
#?????_??????  ?? ?????? ??????? ???? ????? ? ????? ?????? ?????? ?? ???? ????? ????? ?????? ?? ???? ????? ?????? ????? ?? ??? ????? ??????? ?????? ????? ???? ??? . #????_????_5_6 ???? ???,Covid Vaccine,Favor,Positive,No
#?????_?????? ????? ???? ???? ?????? ?? ????? ????? ??????? ???? ??? ????? ???? ??? ???? ????? ???? ?????? ?????? ?? ????????? ??????? ? ??? ???? ?????? ??????? ?? ?????? ??????? ???? ?????? ????? ????? ?? ????? @SaudiMOH ???????,Covid Vaccine,Favor,Positive,No
#?????_?????? ??? ????? ???????? ?? ???? ???? ???????? ??? !!   ????????? ??? ???? ?? ?????? ???????? ??? !!   +  ??? ??? ???  ???? ???????? ?? ??? ???????? ???? ??? ??????  ?????? ??? ?????? ??? ??? ??? ????? ???????? ???? ??????!?,Covid Vaccine,None,Neutral,No
#?????_??????  ?? ???? ??? ????? ?? ????? ??? ????? ??? ?????? ????? ??? ???? ???? ?????? ????? #????????_??????  ???? ????? ????? ?? ????? ???? ?????? ?????? ?????? ????? ???? ??? ?? ????????? ?????????  ????? #?????_????? ?? ???????,Covid Vaccine,Favor,Positive,No
#?????_?????? ????? ??? ?????? ?????,Covid Vaccine,Against,Negative,No
#?????_??????  ?????? ???? ??????? ???????  #?????_???????  #?????_?????,Covid Vaccine,Favor,Neutral,No
#?????_??????  ?????? ???? ??????? ???????  ?? ?????? ???? ???? ??? ????? ????.   @moe_gov_sa @MOE_RYH @MOE_RYH_02 @spokesp_moe @minister_moe_sa @moe_madrasati,Covid Vaccine,Favor,Neutral,No
#?????_??????   ???????????? ???? ???? ???? ?????? ?? ???????? ????? ?????? ???????? ?????? ????  #?????_?????_????? #????_???????,Covid Vaccine,Favor,Positive,No
#?????_??????  ???? ?? ????? ??? ??????? ????? ??? ??? ????? ?? ????? ?????? ???????? ?? ??????? ??? ?????...#????????_??????,Covid Vaccine,Favor,Positive,No
#?????_?????? #?????_???????? @bahaedu @alnsbaedu ?? ????? ?????? ?????? ?? ??????? ??? ???? ???? ?????? ?? ?????? ??????? ??? ??????? ????? ??????? ??????? ??????? ??????? ????? ????? ???? ?? ????? ???? ??? ??? ????? ?????? #????_??_????? (2030) ?? ?????? ??????,Digital Transformation,Favor,Positive,No
#?????_?????_???????  ???? ??????? ??? ?????? ??? ??????? ??? ????? ????? ??? ??????  ??? ?????? ??? ????? .  ??? ?????? ?????? ?? ??????? ???? ???????.,Covid Vaccine,Against,Neutral,No
#????? ?????? ????????.... ??????? ????? ????...???? ????? ???? ???? ??????,Women empowerment,Favor,Neutral,No
#????? ?????? ?? ???? ?? #?????  ?????????? ????????? ???????  ??? ?????? ??????????,Women empowerment,Against,Negative,No
#?????_?????? .. ????? ???? ??????? ? ????? ????? ????? ??? ??? ?????  #???_??????_???????,Women empowerment,Favor,Positive,No
#?????_?????? #??????_????????_????? ???? ???? ????? ?? ?????? ???? ??? ???? ????? ?????? ?? ??????? ??????? ???????? ?????????? ???????? ?????? ??? ???? ?????? ??????? ???? ??? ?? ????? ?? ?? ????? ????? ?????? ??????? ??? ????? ?,Women empowerment,Favor,Positive,No
#?????_?????? ?? ????? ?????? ???????? ?? ?????? ?????? ??????? ?? ???? ???????? ?? ????????? ????????? ??? ????? ??????? ????? ???????,Women empowerment,Favor,Positive,No
#?????_?????? ?????? ???????? ?????????  ?????????  ????????? ????????? ????????? ?????????? ?????????? ?? ????? ???????,Women empowerment,Against,Negative,No
#?????_?????? ???? ??. URL,Women empowerment,Favor,Positive,No
#?????_?????? ??? ????? ????? ???? ????? ????? ??????  #????_????_??_????????,Women empowerment,Against,Negative,No
#?????_?????? ??? ????? ??????? ???????? ??? ?? ??? 2018 ?????? ?? ????? ??? ???? .,Women empowerment,Favor,Neutral,No
#?????_?????? ??? ??? ?????? ?? ???????? ???? ???? ???? ?? ????? ?? ?? ??? ????? ?????? ?????? ? ???? ????? ???? ?????? ?? ??? ??? ??????? ?????? ???? ?????? ?????? ?? ??????!!  ????? ?????? ?????? ? ???? ???? ?????? ?? ???????? ???????,Women empowerment,Against,Negative,No
#?????_?????? ?? ?????? ??????,Women empowerment,Favor,Positive,No
#?????_?????? ??? ????? ?????? ???? ?? ???? ????? ???? ?????? ?? ??? ????? ??? ???? ???..??? ??? ??? ??? ????? ??? ????? ???? ????? ?? ??? ?????? ????? ?????? ???? ?????? ????? ???????? ???? ?? ??? ??????.?????? ??? ???? ?????? ??? ????? ????? ?????? ????? ????? ???? ??? ?? ????.,Women empowerment,Against,Negative,No
#?????_?????? ?? ???? ??? ??????????? ? URL,Women empowerment,None,Neutral,Yes
#?????_?????? ?????? ????????? ??? ??????? ??????? ???????? ???? ????? ???? ???? ??????  ???? ???? ???????? 2030   ????? ??? ?? ???? ?? ????? ????? ????? ??????? ??? ???????   ????? ??? ????? ????? ????? ?????? ????? ????? ??????? ?? ????? ????? ???????? .   #????_??????? URL,Women empowerment,Favor,Positive,No
#?????_?????? ??????? ?????? ??? ??? ??????? ????? ?????? ??????.,Women empowerment,Favor,Positive,No
#?????_??????  ???????? ????? ?? ???? ????,Women empowerment,Favor,Positive,No
#?????_??????   ???????????? ?????????? ??? ?????????????? ??? ???????? ???????? ??????????? ?????????? ???????????? ????????????? ?????????????? ???????????????? ???????? ????????,Women empowerment,Against,Negative,No
#?????_?????? #????????  ??? ?????? ??????? ?? ?? ???????? ?? ????? ??? ?????,Women empowerment,Favor,Positive,No
#?????_?????? #????????  ?? ????? ????? ??????,Women empowerment,Favor,Positive,No
#???_???? ?? ????? ???? ???????? ?????? ??????? ??????? ??????? ?? ?????? ??????? ????,Covid Vaccine,Favor,Neutral,No
#???? ??? ?? ????? ?????? ?? ??? ???????? ?? ?????? ?? ?????? ??? ?????? ?????????? ??? ?????? ???? #??? ? #??????_???????? ??? ????? ??????? ????? ??? #?????,Digital Transformation,Favor,Positive,No
#???_????????? ????? ???? ?? ??? 85 ??? ??? 2000 ??? ??? ????? ??? ??? ?? ??? ????? ???? ???? ????? ?? ???? ???? ?????? ?????? ?????? ??????? ??????? ????????? ??? ????? ?? ???????? ??? ??? ??? ?????,Digital Transformation,None,Neutral,Yes
#??_??? #???_????_???_???? ????? ???? ?????? ???? ??????? @benten441 ???? ????  ???? ?????? ??? ????? ??? #??????_?????? ??????? ?????? ???? @sv_2030 ???? ????? ????? URL,Digital Transformation,Favor,Positive,No
#???? ??????? ?? ?????? ???????? ????? ???? ?????? ( ??? ??????? ?? ????? ?????? ???????? ?????? ?? ????? ??????? ???????) ..@oja_oman @Sur_NewsNet @MOSD_Page @DGSD_Sharqiya,Women empowerment,Favor,Neutral,No
#????_?????? #???????_????  ?????? ?? ?? ???????? ???? ??? ??? ??? ????? ??? ??? ????? ??????? ??? ?????? ??? ???? ????? ??? ????? ????????? ?????? ????? -???? ????- ?????? ??? ????? ???? ???? ??? ????? ??????,Women empowerment,Favor,Positive,No
#?????_???_??????? ????? ?????? ?? ???? ?????? ??? ?? ??? ?????????? ?????? ??? ?????? ????? ?? ?? ???? ????? ???????. ????? ??? ????? ????? ?????? ?????? ????????? ???????? ?? ??????..,Women empowerment,Against,Negative,No
#?????_???_???????  ?? ????? ????? ?????? ???? ???? ?? ???? ????? ?????? ????????? ?? ??????? ??? ?????? ???? ?????? ???? ?? ???? ????? ?????????? ??? ????...?? ?? ????? ??????? ?????? ?? ???? ??? ???? ????????? ?????? ?????????..,Women empowerment,Against,Negative,No
#???_????????  ??? ???????? ???? ??? ?????? ?????? ???? ????? ???? ???? ?? #????????  ???? ??????? ???????? ?????  ????? ???????? ????? ????????? ???????? ?????? ?????? ?? ????? ?????? ?????? ????? ??????? ??????? ??? ????????,Digital Transformation,Favor,Positive,No
#?????_??????_??????  #??????_???????? @khwbraadtr @khwbraa @youttabite ??? ??? ?? ????? ?? #???????_???????_???????? ?? ???? ??? #????_???? ????  ????? ??????? ??????? ???????? ????????? ??? #????_???????_2030,Digital Transformation,Favor,Positive,No
#??_??????_???_??_?????_?????? #??_???????_????????185 #??_???????_???????? #??????_????????? #??????_???????  ??? ?? ???? ????? ???? ???????  ??? ??? ??? ???? ?????? ???? ??????  MENTION  ???? ????? ???????? ??????? ?,Covid Vaccine,Against,Negative,No
#??_??????_???_??_?????_?????? #??_???????_????????186 #??_???????_???????? #??????_?????? #???_????? ?????? #??????_????????? #??????_??????? ???? ??????? ??? ???????? ????????? ????? ?? ??? ???? ???? ????????? MENTION,Covid Vaccine,Against,Neutral,No
#??_??????_??_?????? ?????? ??? ????? ??????. ?????-19 . ???????? ?????? ??????? ??????? ???????? ????? ???? ???? ?????? ????? ? ???? ????????? ??????? ??587 ???? ????? ????? ??????? ? ????????? ? ??????? .,Covid Vaccine,Favor,Positive,No
#????_2030 ???? ????? ???? ????  ????? ?????? ? ??? ?????? ????? ?????? ???? ???? ??????? ???????? ? ???? ?? ???? ???????? ? ????? ????? ?? ????? ? ????? ?????  ???? ???? ???? ???? ?? ??? #????_??_????? ??????  #?????_???????_??????  #???_??_???,Women empowerment,Favor,Positive,No
#????_2030_????_????? ???  ???? ??????? ???? ???? ?????? ??????? ???? ??? ???? ?????? ?????? ???? ?????? ????? ????? ?? ?????? ????? ??????? ?????? ????? ?????? ?? ??? ????? . ????? ?????? ????? ??????? .. ??? ??? ?? ?????,Women empowerment,Favor,Positive,No
#????_2030_????_?????   ????? ?????? ?? ?????? ???? ?? ????? ?????? ?? ????? ??????? ????? ???????? ??????? ?????? ?? ???????? ?? ???? ?????? ??????? ?????. ????? ???? ?? ????? ????? ????????,Women empowerment,Favor,Positive,No
#????_2030_????_?????  ???? ?????? ??????????  ????? ????????? ??????? ?????? ???? "???????"  ???? ??? ???? ?????? ??????? ?????? ???????  ?????? ?????? ?? ??????? ???????  ????? ????? ????? ?????? (?????)  ???? ?? ??? ????? ?? ???? ???,Digital Transformation,Favor,Positive,No
#????_2030_????_?????  ???? ?????? ??????????  ????? ????????? ??????? ?????? ???? "???????"  ???? ??? ???? ?????? ??????? ?????? ???????  ?????? ?????? ?? ??????? ???????  ????? ????? ????? ?????? (?????)  ???? ?? ??? ????? ?? ???? ??? URL URL,Digital Transformation,Favor,Neutral,No
#????_2030_????_?????  ???? ??? ????? ???????? ????? ????? ????? ?????? ?????? ???? 2030 ??? ?????? ?????? ?????? ??????? ?????? ?? ?????.  ????? ??????? ???????? ? ?? ????????? ????????? ?? ??????? ???? ???????? ??????? ???? ????? ????? ?????? ?? ???? ????????,Women empowerment,Favor,Positive,No
#????_2030_????_????? ???? ???????? ?????? ?? ????? ??? ???? ??? ????? ?????? ???? ?? ????? ?? ???? ??? 2016 ??? ???? ????? ????? ?????? ????? ????? ???? ????? ????? ????? ??? ????? ???????? ?????? ?? ????? ?????? ????? ????????? ?????? ??? ????? ?????? ?? ???? ???????? ??????,Women empowerment,Favor,Positive,No
?#????_2030_????_?????? ??? ?????  ?- ???? ???????      ?-  ???? ????  ?- ???? ?????  ?- ???? ????    ?-  ???? ????????   ?-  ???? ?????? ??????? ?- ???? ????? ?????? ???????? ?? ???? ?? ????????  ???? ??? ??????? ??????? ????? ???  ?@Turki_alalshikh,Women empowerment,Favor,Positive,No
#????_????_????_????? @Turki_alalshikh  ????? ?????? ??? ????? ??????? ???? ??????? ?? ??????? ????? ????? ?????? ??????? ??,Women empowerment,Favor,Positive,No
#?????_??_????  ????? ??? ??? ?????? ?? ??? ?????? ???? ??? ???? ?????? ??????? ?? ?????? ?????????? ?????? ????? ???? #????_2040  ????? ????? ?????? ??? ???????. #??????_?????_?????,Digital Transformation,Favor,Positive,No
#????_?????_???????  ???????? ?????? ????? ????? ??????? ??? ??? ????? ?? ????  ( ????? ?????? ) ???? ??????  ?????? ????? ????,Women empowerment,Against,Positive,Yes
#???????_??????_??????  ????? ???? ????? ?? ?????? ?? ????? ?? ????  ?? ??? ???? ???? ????? ?????? ???? ????? ?????? ????? ????? ??? ?????? ???? ? "???? ??? ?? ???????" URL,Covid Vaccine,Favor,Negative,No
#???_??????? ????? ?????? ?? ???? ??? ????? ?? ??? ???????. #?????_?????? ?????? ???? URL,Women empowerment,Against,Neutral,No
#????? ??????? ????? ?????? ???????? ??? ????? ????????  ???? ???? ????? ?? ????? ???? ??? ???? ?????? ????? ????? ?? ?? ?????  ?????? ????? ????? ?? ??????? ???????? ???????? ????? ??? ???? ?????? ?? ?? ?????  ????? ??? ???????? ?????? ?????? ???????? ???????? ?? ???? ??????,Women empowerment,Favor,Positive,No
#?????_?????_????? ??? ?????? ??????? ?????? ?????? ?????? ??????? @moh_eastern @SaudiMOH #?????_?????? ???? ??? ?? ?????  ???? ?????? ?? ??? ???? ??????? ??????? ??? ?? ??????? ?????????? ??????? ??? ????? ?????.,Covid Vaccine,Favor,Positive,No
#????_???????_???????_???????? ????? ?? ????? ??????? ?? ??? ?? ??????? ??? ???? ??? ??????? ??????? ?? ???? ????? #?????? ?????? #????? ??????? ????????,Covid Vaccine,Favor,Positive,No
#????_?????_????? #???? #??????????  #????? #?????_??????  #?????  ????????? ????? ?? ??? ??????? ????? ??? ??? ?????? @ ??????? ??????? ????????,Covid Vaccine,Favor,Positive,No
#???_???????? ????? ????? ????? ???? ???? ????? ????? ?????? ?????? ????? ?????? ????????? ?? ????? ?????????...???? ?????? ??? ????? ?????? ?? ??? ?????? ??????? ????????????????????????????????????????????????,Women empowerment,Favor,Positive,No
#????_????? ?  #?????_?????? ????? ?????? ?????? ??????? ????.   ????? ?????   #????_?????_?????,Covid Vaccine,Favor,Positive,No
#????_?????  ? ??? ?????? ?????? ??????    ??? ??? ??????? ???? #????_2040  ??? ?? ????? ?????? 2022 ????? ??????? ????? ?????????? ????? ??????? ???????? ?? #??????? ?? URL,Digital Transformation,Favor,Positive,No
#????_????? ?? ?? ?????? ?????? ??? ?????? ????? ??????? ?? ????? ???? ?? ??? ? ??? ????????? ???????? ?????" ???? ????? ??????"???? ??? ???? ????? ???????? ?? ????????? ??? ??????? ?? ????? ?????? ?????? ????????? ?????? ????? ???? ????????? ??????? ??????????   ????? ???? ? URL,Digital Transformation,Favor,Positive,No
#????_??????? ?? ???? ?????? ????? ??????? ?? ???????? ??? ????? ??? ????? ????????? ????? ???????? ?? ??????? ???????? ??? ????? ???? ?????? ?? ??????. ?? ?? ??????? ?????,Covid Vaccine,Favor,Positive,No
#???? ????? ??? ?????? ?????????  ?????? ?????? ?? ?????????  ??????? ?? ????????? ???? ????. URL,Covid Vaccine,Favor,Positive,No
#???_???????? #??????_l??? #???_I???  ?? ?? ????? ????? ????? ?????? ???????? ?? ????? ?????? ?????? ???????? ???? ????? ???????,Women empowerment,Against,Negative,No
#????_??????? ?????? ????? ???? ???? ????? ?? ?????? ?????? ? ??? ??? ??? ??????? ??? ?????? ?? ???? ????????,Digital Transformation,None,Neutral,No
#??? ????  #?????_??????,Covid Vaccine,Favor,Neutral,No
#?????_????????_??????_?????? ????? ????? ?? ?? ????? ?????? .,Women empowerment,Against,Negative,No
#???? ??????? ?????? |  ?? ???? ?? ??????? ??????? ????????  ??? ??? ??? ??? ?????? ?? ?????? ??????? ??????????. #????_????,Digital Transformation,None,Neutral,No
#???_???_???????_??_???  ???? ????? ????? ??????? ??? ??????? ??????? ????? ????? ?? (?????? ??????) ?????? ??? ??? ? ???? ??????? ?? ??????? ?????? ??? ???? ????? ???? ???? ?????? ??????? ?????????? ??????? ??? ????   ??? ??? ?? ???? ????????????  ???? .,Digital Transformation,Favor,Positive,No
#??????_???????_???????? ?? ??????? ??????? ????? ?? ????? ??????,Covid Vaccine,Against,Neutral,No
#????_?????_?????? #?????_????? ????? ??? ???? ??????? ? ????? ????? ??????? ??????? ?????? ??? ????? ??? ?????  ????? ????? ?????? ????? ??? ?????? ???? ???? ?????...  ????? ???? ????? ??????? ?????? ???? ???? ??? ??????? ?????? ????? ??? ???????? ?????? ???????? ? ???????...,Covid Vaccine,Favor,Positive,No
#????_?????_?????? ?????? ???? ?????? ?????? ??????? ??????? ????? ?????? ????? ???? ????? ?????? ?? ??? ???? ??? ??????? ??? ????? ????? ??? ???? ??? ??? ?????? ??????? ?????? ??????? ????? ???? ??? ???? ???? ???? ???????? ????? ???? ??? ???? ???? ???? ????????,Covid Vaccine,None,Negative,No
#???? ???? ??? ???? ?? ???? ???? ?? #??????_???????_???????_????????? ?? ????? ?????? ??? ???? #?????_?????? ? ???? ????? ?? ???? ??? ?????? ???? ?????? ???????? ???????? ?????????? ?? ????? ?????? ??? ??????.,Women empowerment,Favor,Positive,No
#???_???????? ????? ????? ??? ????? ???? ??????  ????? ????? ???? ???? ?? ???????? ?? ?????  ???? ???? ??? ???? ????? ???? ??? ????  ???? ???? ????? ???? ???? ???? ???? ?????  ??? ???? ?????????? ???? ?????????? ?????? ????,Covid Vaccine,Favor,Neutral,No
#????? ???? ?????? ??? ????? ?? ??????? ??????? ?? ??????? ???????? ???? ??????? ??? ????? ???? ???? ???? ???? ??????? ???????? ???????? URL  ???? ?? ??? ???? (?? ?????) ????? ???? ????? ?????????   ???? ??????? ?,Covid Vaccine,Against,Negative,No
#????_???????_???_???????  ???? ?????? ????? ????? ?????? ???????? ?????? ????? ???????? ??????? ?? ?????? 2030,Women empowerment,Favor,Positive,No
#?????_??????2020  ?? ???? ?????.  ???? ?????? ??? ?????? ?????????? ???? ????? ???? #????_???????_2030  ????? ???????? ?? ?????? ??????? ?????? ???? ???????,Digital Transformation,Favor,Positive,No
#??_?????  ????? ???????  #?????_?????? URL,Covid Vaccine,Favor,Positive,No
#????? ??? ?????? ????? ????? ?????????? ?? ????? ????????? ?????? ?? ?????? ??????? ????? ?????? ???? ????? ?? ?????? ??????? ??? ?? ???? ???? ??????? ??????????? ???? ???? ?????? ??? ??? ????? ?????? ???? ??? ?? ????? ??????? ?? ?????? ????? ?? ????? ??? ???? ??? ?????,Digital Transformation,Against,Negative,No
#????_????_?????????? ??? ?? ??? ????? ??????? ?? ???? ?????????? ????? ????? ????? ?? ????  ??? ?????? ???? ????? ? ?? ??????? ?????? ? URL,Digital Transformation,Favor,Negative,No
#????_??????_?????? ?? #????? ??????? ?????? ???????? ??????? ?????? ?????? ?????? ??????? ?? ??? ??????? ??? ?????? ?????? ???????? ??? ??? ???? ??? ????? ?????? ??????? ????? ?????? ????? ?? ????? ?? ????? ?????? ?? ???? ???? ????? ?? ??????? ?? ?? ??? ?? ????? ????? ????? URL,Women empowerment,Favor,Negative,No
#????_????   ???? ????? ????? ????? ?????? ? #???_?????? ?? #????????  ??? ?? ????? ????????? ??????? ???????? ????????   #????  #?????? URL,Covid Vaccine,Favor,Neutral,No
#?????? #?????_??????   ????? ?? ?? ?????? ?? ?? ?????   ????? ??? ????????!!!  ???? !,Covid Vaccine,None,Negative,No
#?????? ????? ?????? ?? ????? ?????? ??? ????? ???? ??? ?? ??????? ????????? ???? ????? ???? ?? ??? ????? ??/ ! ???? ???? ??????? ??/ ?? ????? ?????? ????? ! ?? ??? ??????? ????????? ???????? ?? ????? ???? ???????? ?????? ??? ??????,Covid Vaccine,Against,Negative,No
#?????? ???? ???? ?? ??? ???? ????? ????? ???????? ?????? ???????? ?????? ?????? ???????? ??? ?????? ?????????? ?????? ?? ????????? ????,Digital Transformation,Favor,Positive,No
#?????? ??? ????? 50% ?? ????? ??????? ??? #??????? ???? ?????? ?????????? ?? ?????? .,Digital Transformation,Against,Negative,No
#?????? ??? ????? ?? ??? ????? ????????? ???? ???? ?????  ????? ?????? ???? ?????? ??????? ???? ????? ?????? ????? ??? ????? ?????? ????? ???? ????? ????? ??? ???? ?????? ???????? ??? ?? ??? ???? ?? ????? ???? ???????? ??????? ???? ????? ????? ?????? ???? ?? ????? ???? ??? ?????,Covid Vaccine,Favor,Neutral,No
#?????? ?? ????? ??? ????? 70% ?? ???? ??????! #????_??????  URL,Covid Vaccine,Favor,Neutral,No
#??????_?????_??????_??????????  ??? ?????? ????? ?? ???????????? ???????? ?????? ?????? ???????. ????? ???????? ?? ????? ????????? ???????? ???????? ?????? ??? ???(1) ?? ????? ?????? ??? ????. ??? ??? ????? ?????? ???????? ???? ?????? ??? ?????? ?? ????? ??? ?????? ????????,Digital Transformation,Favor,Positive,No
#??????_????? ????? ????? ????? ??? @??????_?????? ?? ???? #???????? . URL,Digital Transformation,Favor,Positive,No
#??????_????_???????? _ ?????? ??????? ????? ?????? ?????? ?? ???? ?? ???????. ??? ???? ???? ??? ??? ?????? ??????,Digital Transformation,Favor,Positive,No
#?????_19 #?????? ?? ???? ????? ???? ??? ?? ???? ????   ???? ?? ?????? ?????? ? ??? ?????? ????????? ??????? ?? ????? ? ??? ???????? ? ??? ????????? ???????? ?????? ?????? ?? ???? ???? ????? ????? ? ??????? ???. ???? ???? ???? ?????,Covid Vaccine,Favor,Neutral,No
#??_????_?????_???????? ?????? ??? ??? ?????? ??????? ???? ???????? ?????? ??????? ????? ?????? ?????? ????? ????? ??????? ???? ???? ???? ????? ?????? ??? ????? ???? ????? ?????? ???? ?????? ??? ????? ?? ???? ???? ?????? ??? ????? ????? ?????? ???? ??? ?? ?? ??????. #??????,Covid Vaccine,Against,Negative,No
#??_???????_????????  ##??_??????_???????   #??????_?????????  ?? ???? ?? URL,Covid Vaccine,Against,Negative,No
#??_???????_????????  #???????_??_????  ?????? ????? ??????? ???? ?? ???? ????? ? ????? ?????? ..?????? ???????? ?? ???,Covid Vaccine,Against,Neutral,No
