Text,Target,Stance,Sentiment,Sarcasm
أتخيل بعد سنة وبعد أن يتم تطعيم 💉 ٩٠٪ من سكان العالم بلقاحات كورونا 🦠 تظهر أعراض مميتة 😳😳ويبقى ١٠٪ من البشر معظمهم بالدول الفقيرة بسبب عدم قدرتهم على دفع 💵 😁وتعود البشرية للعصر الحجري بدون انترنت وهمبورغر 🍔 وبيبسي كولا 🤓,Covid Vaccine,None,Neutral,Yes
أتمنى إطلاق مبادرة مجتمعية لرجال الأعمال السعوديين هدفها دعم التحول الرقمي ورؤية2030والاستعداد لمرحلة ما بعد النفط من خلال دعم المبرمجين والمصممين المتميزين وتبني أفكارهم وبرامجهم وتحويلها الى واقع ملموس ويستفاد منه لتطوير المجتمع  @ahmed__alomrani  #مشروع_احمد_التقني_التعليمي URL,Digital Transformation,Favor,Positive,No
أتمنى فتح ملف تحقيق و محاسبة كل من يسيء للمرأة العاملة و يتهمها بأبشع الكلام ، مثل هذا الشيء يعطل مصالح المرأة و الوطن لان المرأة السعودية عنصر مهم و مكمل للاقتصاد السعودي .   @bip_ksa   @HRSD_SA   #تمكين_المرأة   #المرأة_نصف_المجتمع   #المرأة_في_السعودية,Women empowerment,Favor,Positive,No
أتمنى فكرة (تمكين المرأة) تكون موضوع أقل من عادي بعد فترة من الزمن، تكون المرأة فيها مساوية للرجل بدون تتميز جنسي لها، ويكون الإحتفاء بيوم المرأة العالمي مساوي لدرجة الاحتفاء بيوم الرجل العالمي، وهذا التساوي هو نتاج كسب الحقوق وعدالة العطاء,Women empowerment,Favor,Positive,No
أثبت #التحول_الرقمي في المجال الصحي فعالية نوعية من حيث تحسين تجربة الخدمات المقدمة للمرضى  حيث يتم تسخير التقنية لتقديم رعاية طبية عن بعد  مما جعل تجار التجزئة الصحية بدورهم أن يتجهوا لـ #التحول_التقني لتقديم خدماتهم للمستهلك بشكل أكثر فعالية في ظل الأوضاع الراهنة,Digital Transformation,Favor,Negative,No
أثبت المعلم في بلادنا ولله الحمد قدرته الفائقة على التحول نحو التعلم الإلكتروني في الأزمات وتمكنه من تعليم أبناءنا بكفاءة عالية فجزاه الله عنا خير الجزاء #تعليم_الجبيل URL,Digital Transformation,Favor,Positive,No
أجبرت جائحة كورونا آلاف الطلبة الفلسطينيين في قطاع #غزة على تجربة #التعليم_الإلكتروني والتعليم عن بُعد.. فهل كانت تجربة ناجحة؟ وكيف تعامل بعض الطلاب الذين يعانون من مشاكل حتمية كانقطاع الكهرباء وضعف الإنترنت؟ وماذا عن آراء المعلمين في هذا التحوّل؟! URL,Digital Transformation,None,Neutral,No
أحد الناشطين في مركز تطعيم للقاح السام لوهم كورونا 💉🚫 يحذر شعبه من لقاح الدجال ولكن للأسف كأن الناس ألقي عليهم سحر أسود وفي حقيقة الأمر برمجة وشحن إعلامي كاذب مضلل تعرضه له على مدى عامين من تخويف وإرهاب وفرض حالة طوارئ وإغلاق وحظر إلخ .. URL,Covid Vaccine,Against,Negative,No
أحيي كل نساء العالم ممن أعانوا أسرهن ومجتمعاتهن على النهوض والتقدم والصمود في مواجهة التَّحديات أقول لهن شكرًا على ما قدمتموه وأدعو الجميع لبذل المزيد من أجل تمكين المرأة وتجريم تعريضها لأي عنفٍ أو ظلمٍ أو تهميشٍ وضمان حصولها على حقوقها كاملة دون أي تمييز #اليوم_العالمي_للمرأة,Women empowerment,Favor,Positive,No
"أحيي كلَّ نساء العالم ممَّن أعانوا أسرهن ومجتمعاتهن على النهوض  والصمود في مواجهة التَّحديات، أقول لهن ""شكرًا على ما قدمتموه"" وأدعو الجميع لبذل المزيد من أجل تمكين المرأة من العمل والمشاركة في الحياة العامة وتجريم تعريضها لأي عنفٍ أو ظلمٍ أو تهميشٍ، وضمان حصولها على حقوقها كاملة",Women empowerment,Favor,Positive,No
أخبار مبشرة بعد تطعيم ٥٣٪ من السكان بجرعتين من لقاح كوفيد-١٩، غياب الوفيات بالمرض لليوم الثاني على التوالي,Covid Vaccine,Favor,Positive,No
أخبارنا في الصحف 🗞  ضمن أولى جلسات مبادرة هن د. عائشة المناعي:تمكين المراة يساهم في تنمية المجتمع، الراية 17مارس 2021   #اخبارنا_في_الصحف  #الملتقى_القطري_للمؤلفين,Women empowerment,Favor,Positive,No
أخدت تطعيم #كورونا وشجعت كل اللي أعرفهم ياخدوه بس أنا ضد شغل الحكومات القذر في حبس الشعوب والحد من حرية تحركهم بل ومراقبتهم. صديق مقيم في أستراليا وصل #مصر بعد حبس سنتين وشوية تقريبا لإن القارة قفلت علي نفسها تماما! سيناريو مريب ماكنتش حأصدقه لو إتعمل فيلم.,Covid Vaccine,Favor,Neutral,No
أخذت أمي في هذا اليوم الجرعة الثالثة من تطعيم كورونا ولله الحمد. اسأل الله أن يسبغ علينا نعمه وأن يحرسها بعينه التي لا تنام ويشفيها ويعافيها.,Covid Vaccine,Favor,Positive,No
أخذت البرازيلية الشابة  سيسيرا سانتوس  لقاح فايزر في 25 أغسطس  وبعد ثلاثة أيام ظهرت عليها علامات تجلط الدم وبُترت ساقها اليسرى. #لا_للتطعيم_الاجباري #ساحة_الإرادة #تطعيم_الأطفال_جريمة URL,Covid Vaccine,Against,Neutral,No
أخذت الجرعة الأولى من لقاح كورونا يوم السبت الظهر. واحس بألم بيدي فقط في اليوم الأول ولا فيه أعراض أخرى 👍 #لقاح_كورونا #تطعيم_كورونا,Covid Vaccine,Favor,Neutral,No
أخذت اليوم #تطعيم كورونا بمركز العقيق ١ بكل يسر وسهولة وقمة التنظيم والرعاية   شكراً للقائمين على هذا المركز وشكراً #وزارة_الصحة  وادام علينا و على بلادنا نعمة الصحة والعافية,Covid Vaccine,Favor,Positive,No
أخذت اليوم الجرعة الأولى من لقاح #فايزر في مركز تطعيم #COVID19 بالحرس الوطني ماشاء الله تبارك الله تنظيم خُرافي وإمكانيات جبارة.  ❤️❤️❤️,Covid Vaccine,Favor,Positive,No
أخذت اليوم الجرعة الثالثة (المنشطة) ضد فيروس كورونا بالإضافة إلى تطعيم الانفلونزا الموسمي السنوي ولله الحمد  طعموا أنفسكم ومن تحبون …  #الجرعة_الثالثة,Covid Vaccine,Favor,Positive,No
أخذت اليوم الخميس الجرعة الأولى من تطعيم كورونا في مركزمعارض الرياض وكانت الاجراءت في غاية الدقة والتنظيم والسرعة بدء من الدخول وحتى الخروج والتوديع بالورود  مع توفرعربات نقل كهربائيةلكبارالسن  ومياه الشرب والعصائر فجزى الله قيادتنا الرشيدة على هذه الجهود الجبارة وكافة المسؤولين,Covid Vaccine,Favor,Positive,No
أخذت قبل قليل الجرعة الثالثة من تطعيم كورونا ولله الحمد والمنة. شكراً لوزارة الصحة. سأطعم للانفلونزا بإذن الله لأستقبل الشتاء بصدر رحب.,Covid Vaccine,Favor,Positive,No
أخذنا الجرعه الثانيه من التطعيم ولله الحمد  وصار عندنا الجواز الصحي  #الدمام_الان #تطعيم_كورونا  #الجواز_الصحي  #الجرعة_الثانية,Covid Vaccine,Favor,Positive,No
أخيراً موعد تطعيم كورونا 💙😍,Covid Vaccine,Favor,Positive,No
أخيراً ولله الحمد  أخذنا الجرعة الاولى من تطعيم كوفيد19 Finally got my first dose  نسأل الله ان يكون تطعيم العافية من كل بلاء. #اللقاح_امن  #تطعيم_كورونا #vaccinated #CovidVaccine,Covid Vaccine,Favor,Positive,No
أداء الجهات الحكومية بعد عملية التحول الوطني وبرامج الرؤية أصبحت أهداف يتم متابعتهاوقياس أداءهالذلك يجب عليهم تحقيقها مثل عمل القطاع الخاص وهذا ملموس للكثير من الناس من ناحية تحسين وتطوير وتمكين وأبتكار وحوكمة الأعمال لدى الجهات الحكومية وأهمها التحول الألكتروني #لقاء_ولي_العهد,Digital Transformation,Favor,Neutral,No
أراذل المجتمع لا يناقشون تنوع الإستثمار ولا مستوى التعليم ولا مستوى الرعاية الصحية  فقط الإختلاط والرذيلة  همهم ليس تمكين المرأة بل سهولة الوصول لها!!   #شكرا_جمعيه_مشرف,Women empowerment,Against,Negative,No
أرقام مبهجة عن تمكين المرأة ... والقادم أجمل #السعودية,Women empowerment,Favor,Positive,No
أرملة من #المدينة تقوم ببيع الشاهي في الطريق، شاهد ماذا فعلت بها البلدية 👇 . حسبنا الله ونعم الوكيل #تمكين_المرأة,Women empowerment,Against,Negative,No
أرى أن #التحول_الرقمي هو أحد أهم الركائز الأساسية لتحقيق #رؤية_2030 وباتت ايجابياته جليةً جداً في الخمس سنوات الأولى من انطلاق الرؤية وحتى قبيل ظهور وباء#COVID19   ولا شك ان للتحول الرقمية انعكاساً مباشراً على #جودة_الحياة والمشاركة المجتمعية وتجاوز عقبات المكان والزمان URL,Digital Transformation,Favor,Neutral,No
"أرى بأن التحول الإلكتروني أدى الى قطع شوط كبير في القضاء على الفساد وضمان حق الدولة  ومن الأمثلة الواضحة هي ""المخالفة""   كان البعض يقدر يمسحها لما كانت ورقياً ويسعى لذلك  وبعد ما أصبحت الكترونية أصبح الغاءها شبه مستحيل. ايضا هناك  إيجابيات كثيرة هذا التحول منها التسهيل والاختصار URL",Digital Transformation,Favor,Positive,No
أزمة #كورونا أختصرت علينا سنوات طويلة من محاولات بائسة في التحول الالكتروني و التخلص من المعاملات الورقية ف عدة جهات سواء حكومية أو خاصة و أظن بأنه في المستقبل القريب ستعيد العديد من الجهات حساباتها حول التقنية ⬇️,Digital Transformation,Favor,Positive,No
أزمة التحول نحو الاقتصاد المعرفي! - المركز العربى لابحاث الفضاء الالكترونى URL,Digital Transformation,None,Neutral,No
أزمة تفشي جائحة #كورونا كشفت عن الجاهزية العالية التي تتمتع بها #المملكة_العربية_السعودية في دعم #القطاع_التعليمي في ظل الأزمات والكوارث  ونجاحها في التحول نحو #التعليم_الإلكتروني,Digital Transformation,Favor,Neutral,No
أزمة كورونا أثبتت وبشكل قاطع بأن التحول الإلكتروني للخدمات الحكومية أصبح ضرورة ....   معاملات ...الخ,Digital Transformation,Favor,Positive,No
أسماء دول في التحول الرقمي والتطور التقني ربما لا يتوقع أحد أنها ستبرز..تايلند مثال جيد. سباق محموم واتمنى لبلدي ان يكون في طليعة اعضاء ناد التحول الرقمي والتطور التقني الجديد وقيادة ذلك في المنطقة.  @aalswaha @Badermasaker  URL,Digital Transformation,Favor,Negative,No
أشارك بصوتي في دعم أهمية تمكين المرأة السعودية و العمل على تكافؤ الفرص بين المرأة والرجل بطريقة تتناسب مع مبادئنا وقيمنا الاجتماعية والأخلاقية.  #اليوم_العالمي_للمرأة,Women empowerment,Favor,Positive,No
أشارك بصوتي في دعم أهمية تمكين المرأة السعودية وعلى ضرورة تكافؤ الفرص بين الرجل والمرأة بطريقة تتناسب مع مبادئنا وقيمنا الاجتماعية والأخلاقية .  #اعتمدي_علي  @unwfpa,Women empowerment,Favor,Positive,No
أشارك بصوتي في دعم أهمية تمكين المرأة السعودية وعلى ضرورة تكافؤ الفرص بين المرأة والرجل بطريقة تتناسب مع مبادئنا وقيمنا الاجتماعية والأخلاقية  #اعتمدي_علي     @unwfpa,Women empowerment,Favor,Positive,No
أشعر بفرحة حقيقية مع كل قرار سيادي يدعم #تمكين_المرأة. كل قرار سيادي هو درجة أخرى على السلّم للوصول لكرسي الوزارة لسيدة من وطني ❤️🇸🇦,Women empowerment,Favor,Positive,No
أشكر منسوبي مستشفى أضم العام على حسن التنظيم والاستقبال المميز في تطعيم كورونا وعلى سلاسة الإجراءات وسهولتها فجزاهم الله خيرا على التنظيم الرائع #كورونا,Covid Vaccine,Favor,Positive,No
أشكر منظومة الاتصالات ممثلة في المركز الوطني للتصديق الرقمي دعم القطاع الخاص وتمكين التحول نحو #اقتصاد_رقمي.  البنك السعودي الفرنسي وبعد التوقيع مع شركة بعد المعتمدة لدى @NCDC_SA أصبح أول بنك يقدم خدمة #التوقيع_الرقمي للمستفيدين URL,Digital Transformation,Favor,Positive,No
أصبح #تمكين_المرأة واقع نعيشه في وطننا وذلك برؤيتنا لكفاءات سعودية تشغل مناصب مهمة ومؤثرة   وبمناسبة #اليوم_العالمي_للمرأة نهنئ جميع نساء مجتنعنا بهذا التمكين ونتفاءل بمستقبل مشرق لهن 💐,Women empowerment,Favor,Positive,No
أصبحت #الساعات_الذكية واقعا مألوفا اليوم وجزء من #التحول_التقني الذكي في حياتنا اليومية URL,Digital Transformation,Favor,Positive,No
أصلاً لا يوجد أى لقاح أو أى تطعيم له فائدة .. بالعكس .. ولا يوجد شخص يعلم محتويات اللكاح,Covid Vaccine,Against,Negative,No
"أطمح إلى تمكين المرأة. و أطمح بأن يكون لي دور في إدراك النساء لقوتهن.   علما وإيمانا بأن المرأة قوية بحد ذاته بداية للتمكين"".💪👩‍🦰👧👩👩‍🦳👱‍♀️👵🧕👩‍🍳👩‍🏫👩‍💻👩‍🏭👩‍💼👩‍🎨👩‍🔧👩‍🔬👩‍⚖️ نجوان الحلبي",Women empowerment,Favor,Positive,No
أطيب التمنيات بمناسبة يوم المرأة! لقد رأينا خلال الـ20 سنة الماضية، كيف أن تمكين المرأة يعود بالفائدة على كل من الشركات والمجتمع. حان الوقت لتتألقي، اليوم وكل يوم! لنحتفل بإنجازات المرأة تاغ لامرأة تعرفها. نود تقدير جميع عضواتنا المتميزات طوال الشهر. سجّلي الدخول لمعرفة المزيد.,Women empowerment,Favor,Positive,No
أظهر التحول الإلكتروني للتعليم فجوة بين المعلمين فقد أظهرت دراسة أن المعلمين الأصغر سناً قابلية أكثر على مواكبة التغير لما يتوفر لهم من خبرة مسبقة على ممارسة هذه الوسائل مقارنة بالمعلمين الأكبر سناً الذين اعتادوا على التعليم وجها لوجه ولَم يتأقلموا مع الوضع الجديد بسرعة وكفاءة...,Digital Transformation,None,Neutral,No
أعجبني كلام إمرأة اليوم عندما أكدت على أهمية #تمكين_المرأة ولكن يجب كذلك أن لا ترهق نفسها بهذا التمكين. بمعنى أن لا تكلف نفسها فوق طاقتها فهي في الأول والأخير بشر، يسقط ثم ينهض لكي لا يكرر سقوطه,Women empowerment,Favor,Positive,No
أعرف ناس ينتظرون الجرعة التنشيطية كجرعة منقذة للبشرية وكأنها كأس ماء بارد أتى بعد ظمأ دام طويلاً..مسلسل الغباء مستمر والسُذَجْ هم أبطاله👇🏻  #لا_للتطعيم_الاجباري109  #لا_للتطعيم_الاجباري110 URL,Covid Vaccine,Against,Negative,No
أعرف وحدة ضد تطعيم كورونا لدرجة موقفه بناتها عن المدرسة متخيلين ؟؟؟؟  لأن الي مايطعم مايدخل المدرسة لهذا السبب هم واقفين عن الدراسة,Covid Vaccine,None,Negative,No
أعلنت بلدية مدينة الشارقة عن إطلاق خدمة إصدار وتجديد الاشتراكات السنوية للمواقف العامة بصورة رقمية عبر موقعها الإلكتروني  الذي يهدف إلى تسهيل الخدمات على المتعاملين   #الإمارات #الشارقة #بلدية_الشارقة #المواقف_العامة #التحول_الرقمي #رادار_نيوز #مرآة_الخبر URL,Digital Transformation,Favor,Positive,No
أعلنت وزارة التجارة والصناعة وترويج الاستثمار عن إلزام 8 أنشطة تجارية بتوفير خدمة الدفع الإلكتروني للمستهلكين  سعيًا لتحقيق التحول الرقمي في السلطنة تماشيًا مع رؤية عمان 2040. URL,Digital Transformation,Favor,Neutral,No
"أعلى سلطة صحية بامريكا تقرر إعطاء جرعة ثالثة منشطة من تطعيم كوفيد 19 ""كورونا""  انا جاهز يا وزارة الصحة  @SaudiMOH  @spokesman_moh",Covid Vaccine,Favor,Positive,No
أفضل تعريف واضح و مختصر للتحول الرقمي هو تطوير المنشأة (شركة او مؤسسة) من خلال استخدام التقنيات الرقمية لتحسين الأداء. إن الهدف هو تحسين الاداء بكل جوانبه  أما التحول الرقمي في حد ذاته فهو ليس الغاية بل الوسيلة لتحسين الاداء و هو الهدف الحقيقي لأي منشأة.,Digital Transformation,Favor,Positive,No
أفضل مؤسسة متطورة ومواكبة التحول الإلكتروني في السلطنة URL,Digital Transformation,Favor,Positive,No
أقامت اليمن أول نظام سياسي ديمقراطي في العالم، وشرعت في تمكين المرأة من الحكم ،دليل واضح على عراقة تتمتع بها حضارتهم، ثم يأتي فارسي لاتجمعهم به علاقات قومية ، ولاجغرافية ، ولاحتى دينية ليصدر لهم ثورة القمع، والتجهيل أيعقل هذا ياعرب !!!!.,Women empowerment,Favor,Positive,No
أقترح على #وزارة_التعليم  البدء في تغيير أسماء مدارس البنات من الأرقام الى الأعلام من النساء وفي مخزوننا التاريخي وحاضرنا وتاريخنا السعودي عشرات الآلاف من النساء اللاتي يجب ان تتزين واجهات مدارس البنات بأسمائهن.. خاصة ونحن نعايش برامج تمكين المرأة السعودية المستمدة من رؤية 2030 URL,Women empowerment,Favor,Positive,No
أقترح على وزارة الصحة أن تجعل تطعيم #لقاح_كورونا لمن قدم عليه طواعية في اليد لمدة ٣ أشهر ... من لم يسجل بعدها لأخذ اللقاح أقترح أن يأخذه عن طريق الورك ..  ردعاً له ولأمثاله 💉😅 #كورونا,Covid Vaccine,Favor,Neutral,Yes
أقوى صاروخ سمعته عن تطعيم كورونا  أن التطعيم يدخل في جيناتنا ويحولنا زومي 😭😭😭😭😭😭😭😭💔💔💔💔💔💔💔💔💔💔 لاااااااا والله مب جذي  حجي فاهم الموضوع وايد غللللللططططط!!!!😭💔 المشكلة أن مقتنع!!!😭😭 مافكرت ولو لثانية أني اناقشه صراحة 🙂,Covid Vaccine,Favor,Negative,Yes
أكاد أجزم أن المملكة تفوقت على دول المنطقة في التقدم التقني وتحويل الأعمال إلى أنظمة إلكترونية..  وفي النهاية نحن ننتظر نتائج هذا التحول💪🏻💪🏻 URL,Digital Transformation,Favor,Positive,No
"أكثر من 3.8 ملايين شخص في الإمارات قد أخذوا جرعتي لقاح #كوفيد_19  الأمر الذي يساعد في حماية مجتمعاتنا. وتودّ شركة ""مبادلة للبترول"" ان تؤكد، بمناسبة #أسبوع_التمنيع_العالمي عن التزامها بالعمل مع الحكومات بهدف تسهيل تطعيم موظفينا حول العالم.",Covid Vaccine,Favor,Positive,No
أكثر من ألف وفاة في منشأة جنائز واحدة في مدينة بوپال في وسط الهند. كان الله في عون الهند 🇮🇳  Good Bless India #خذ_الخطوة_خذ_اللقاح  #تطعيم_كورونا #كورونا  #المتحور_الهندي,Covid Vaccine,Favor,Neutral,No
أكد د. خالد عبدالغفار على اهتمام وزارة التعليم العالي والبحث العلمي بتنفيذ خطة التحول الرقمي داخل الجامعات المصرية  وذلك من خلال رفع كفاءة البنية المعلوماتية  وبناء مجتمع رقمي بالجامعات  من خلال تقديم عدد من الخدمات الرقمية داخل الحرم الجامعي.,Digital Transformation,Favor,Positive,No
أكد وزيرا الاستثمار  والصناعة والثروة المعدنية  السعوديان  على ما تشهده السعودية من قفزات نحو التحول الرقمي  مبينَين أن توافر البنية التحتية الجاهزة والعمل التكاملي الحكومي مكّن البلاد للحد من انتشار جائحة كورونا المستجد؛ وذلك بسبب التحضير والاستعداد التقني المبكر.  @mimgov @MISA URL,Digital Transformation,Favor,Positive,No
أماني العيسى خلال الجلسة الأولى لمؤتمر #تمكين_المرأة تطالب بتفعيل قانون أولوية توظيف أبناء الكويتيات البالغ عددهم 20 ألفا. #يوم_المراه_العالمي,Women empowerment,Favor,Neutral,No
أمةً انجازها حجاب فاشلة  أمة انجازها تمكين المرأة ناجحة URL,Women empowerment,Against,Negative,No
أمريكا تنتهي من كورونا بعد تطعيم شعبها  والهند تدفع ثمن التأخر في التطعيم غاليا. حفظنا الله بحفظه🌷 URL,Covid Vaccine,Favor,Neutral,No
أمنيه أن يكتمل مشروع التحول الالكتروني سريعا في كافة الخدمات القضائية مع تعديل القانون والسماح بتبادل المذكرات إلكترونيا وبذلك يوفر مجلس الشؤون اﻻدارية للقضاء مصاريف ايجار المباني والنظافة والحراسة والإيفاد والاستهلاك ويمكن الأطراف العمل من اي مكان وبذلك يقل الازدحام المروري. URL,Digital Transformation,Favor,Positive,No
أمير حازم ولازلنا نفتخر بجهوده العظيمة استطاع أن يجعل من الاقتصاد في المملكة أكثر متانه وقوه وقدم ثورة كبيره في عالم التحول التقني والرقمي في السعودية وأصبحنا رائدين في كثير من المجالات وأصبحنا أكثر فخر وأعتزاز في ما تقدمة المملكة من إنجازات 💚 #MBS,Digital Transformation,Favor,Positive,No
أميرة الطويل ألقت كلمتها في حفل تمكين المراه قبل سنوات وقالت إراده المرأه  لا يوقفها تخويف ولا تؤخرها حواجز ولن يمنعها احد وياربي يا أميرة صدق انك أميره ❤️,Women empowerment,Favor,Positive,No
أمين #الشرقية يدشن خدمة التوقيع الالكتروني للإجراءات الإدارية ضمن برنامج التحول الرقمي - URL URL,Digital Transformation,None,Neutral,No
أنا #نسوي و مع حقوق و تمكين #المرأة ، عاشت #المرأة و يسقط النظام #الذكوري #العنصري المتحيز للذكر.,Women empowerment,Favor,Positive,No
أنا أشك في مصداقية الحكومه في عدد الاصابات ب #فايروس_كورونا وأعتقد هذه الارقام غير حقيقيه وتريد الحكومه إجبار المواطنين علي  أخذ التطعيم عنوه وخوف بعد عزوف عدد كبير منهم عن أخذ تطعيم #كورونا  .,Covid Vaccine,Against,Negative,No
أنا سعيدة جدًا على انجازات المملكة العربية السعودية تحديدًا نقلتها السريعة في تمكين المرأة بشتى المجالات. السؤال هل ستقتدي أخوات المملكة بها؟ على ماتحققه اليوم من نجاح في جميع الأصعدة,Women empowerment,Favor,Positive,No
أنا ضد تمكين المرأة للأبد.. تقعد في بيتها ملكة معززة مكرمة تربي عيالها و تؤمر ولا يؤمر عليها 🙄💅🏼,Women empowerment,Against,Negative,No
"أنا متفاجئة من نوعية بعض الناس الي مأجلين  تطعيم #فيروس_كورونا !  ليسوا معارضين  ولا مشككين .. فقط غير مكترثين!  ولولا التعليمات المتدرجة ""الي حدتهم"" لما طعموا ولأجلوا اللقاح لأجل غير مسمى!",Covid Vaccine,Favor,Neutral,No
أنا من الناس اللي كان يعتقد إن مسألة تكون الهوية الوطنية الكترونية  مجرد وقت بسيط وتصير   مع وضعنا التقني والتقدم في التحول الرقمي  ما صار شي بعيد صراحة ماشاء الله,Digital Transformation,Favor,Positive,No
أنتِ ذراعُ عزٍ وفخرٍ للمملكة. #نفخر_بك #نساء_المستقبل #تمكين_المرأة,Women empowerment,Favor,Positive,No
أنفقت #الدولة أموال بالمليارات لـ #التحول_الالكتروني في جميع القطاعات وأزمة #كورونا تحتم عدم التواصل المباشر بين الأفراد واستخدام الحلول التقنية لانهاء الملتطلبات المعيشة,Digital Transformation,Favor,Neutral,No
أهدافنا مشتركة؛ المساواة بين الجنسين  المساواة الإجتماعية والإقتصادية وكامل حقوق الإنسان ونبذ العنف واحترام الجميع  تمكين المرأة ومشاركتها في السياسة  والقضاء على النظام الأبوي. #النسوية ما تعني كره الرجل. محاولة تشويه وشيطنة الحركة النسوية والنساء فاشلة ⬇️,Women empowerment,Favor,Positive,No
أهم الصعوبات القانونية والتشريعية التي تواجه قضية تمكين المرأة.,Women empowerment,Favor,Neutral,No
أهم سبب للتطور التقني والرقمي الحاصل عندنا في #السعودية  هو الدعم الكبير من قبل سمو #ولي_العهد الامير محمد بن سلمان للتقنية  ولأن التحول الرقمي أحد أهم مستهدفات رؤية ٢٠٣٠. URL,Digital Transformation,Favor,Positive,No
أهم سبب للتطور التقني والرقمي الحاصل عندنا في السعودية  هو الدعم الكبير من قبل سمو ولي_العهد الامير محمد بن سلمان للتقنية  ولأن التحول الرقمي أحد أهم مستهدفات رؤية ٢٠٣٠. URL,Digital Transformation,Favor,Positive,No
أهمها تمكين المرأة اقتصاديًا وتدريب مليون سيدة على ريادة الأعمال 👍👍 تعرف على الخطة التنفيذية المقترحة للمشروع القومي لتنمية الأسرة المصرية ⬇ #TeNTV,Women empowerment,Favor,Positive,No
"أول دولة خليجية تلغي كافة إجراءات كورونا.. لا كمامة لا تطعيم لا ""بي سي آر"" URL #جريدة_الرؤية #سلطنة_عمان",Covid Vaccine,None,Neutral,No
أي حساب يلبس قناع الوطنية وتدخل حسابه وماتلاقي أي تغريدة تدعم تمكين المرأة والترفيه و الانفتاح السياحي  ثق تمامًا إنه صحوي وضد رؤية 2030 خاصة إذا صار كل همه شتم الدول المجاورة وشعوبها  لإن ذي الحسابات هدفهم تشويه صورة #السعودية و خلق عداوات مع الدول العربية,Women empowerment,Favor,Negative,No
أيدت حيات وبشدة نظام الكوتا لأنه بمنزلة التعويض عن التمييز ضد المرأة، كما أنه يساعد على تمكين المرأة بشكل أفضل وتأهيل الكوادر النسائية للعمل في المجالس المنتخبة،,Women empowerment,Favor,Positive,No
إجراءات التحول الإلكتروني الحكومي  أصبحت أسرع مع كورونا خدمات الكثير من الوحدات الخدمية صارت تنجر عن بعد لماذا الأنتظار الغير مبرر في كثير من أحوالنا طالما كان الإنجاز ممكنا,Digital Transformation,Favor,Positive,No
إحدى موظفات الطاقم الطبي في ألاسكا الأمريكية  تعرضت لحالة حساسية غريبة في ملامح وجهها بعد أن أخذت تطعيم فريزر ضد كورونا,Covid Vaccine,Against,Neutral,No
إختبارات إلكترونية قصيرة عوضاً عن الإختبارات الإعتيادية في #جامعه_الملك_خالد  وذلك خلال فترة التحول إلى التعلم الإلكتروني URL,Digital Transformation,Favor,Neutral,No
إدارة التغيير .. من أفضل المصادر وتقدم شهادات مختصة في التغيير.. كثير من المشاريع التقنية ومشاريع التحول التقني في السعودية تخصص بند خاص للتغيير وبعضها يخصص موظف مختص في التغيير يكون له دور محوري في الاشهر الاولى من تطبيق الانظمة URL,Digital Transformation,Favor,Positive,No
إدارة بايدن تدعم رفع الحماية الفكرية عن تطعيم كورونا لتشجيع إنتاجه عالميا  وين أصحاب نظرية المؤامرات عن السالفة كلها تجارة وشركات أدوية وامتصاص الأموال  🤔🤔🤔,Covid Vaccine,Favor,Neutral,No
"إدارة حقوق الإنسان بوزارة الخارجية تنظم، بالتعاون مع سفارة المملكة المتحدة لدى قطر، ضمن الاحتفال باليوم العالمي للمرأة ندوة حول ""تمكين المرأة في المجال السياسي والدبلوماسي""، بهدف زيادة الوعي بالأدوار الهامة التي يمكن أن تقوم بها المرأة في المجالين السياسي والدبلوماسي. #قنا",Women empowerment,Favor,Positive,No
إدخال التطبيقات وألعاب الفيديو في التعليم سيكون له تأثير إيجابي على مستويات الطلاب خصوصا في ظل التحول التقني الذي يشهده العالم.  بات من الصعب اليوم إتباع الطرق التقليدية في التعليم... اليوم بأمكاننا إدخال درس عن اليابان مثلا على شكل لعبة فيديو,Digital Transformation,Favor,Positive,No
إذا اردت ان تدرك معنى انك سعودي زور مركز تطعيم كورونا شي يثلج الصدر شكرا لوزارة الصحة وشكرا حكومتنا  الله يعز السعودية 💚💚💚💚,Covid Vaccine,Favor,Positive,No
"إذا دققنا النظر في الهدف بعيد المدى من مصطلح ""تمكين المرأة"" نجده إبعادها تماما عن بيتها وواجباتها في الأسرة، وإدماجها كليا في العمل العام؛ مما يؤدي إلى خفض كبير في خصوبتها وعدد أطفالها...؛ مما يؤدي إلى تقليل عدد السكان في العالم، وهذا بيت القصيد للمؤسسات الدولية. أ.ست البنات خالد",Women empowerment,Against,Negative,No
إرشادات لضمان نجاح الإفراغ العقاري الإلكتروني خلال 60 دقيقة عبر بوابة ناجز URL   #هشام_العيفان_للعقارات  #التحول_الوطني URL,Digital Transformation,Favor,Positive,No
إستعراض شامل ورائع عن #تمكين_المرأة في المجتمع #البحرين ي #الأمين_العام للـ #المجلس_الأعلى_للمرأة #البحرينية تستعرض إنجازات وطموحات أخواتنا ومستقبل بناتنا الذين كانت إبداعاتهم مكتومة.   URL,Women empowerment,Favor,Positive,No
إصابة وجرعتين تطعيم  يعني يا كورونا لا أشوفك قداااامي.,Covid Vaccine,Favor,Neutral,No
